No.,Time,Source,Destination,Protocol,Length,Info,Label,Dst_Port,Service_Name,Risk_Level,Risk_Score,Is_High_Risk,Time_Diff,Bytes_Per_Sec
26827,147.360458,104.18.33.206,10.5.1.26,TCP,1506,443  >  43482 [ACK] Seq=5216830 Ack=19022 Win=131072 Len=1452 [TCP PDU reassembled in 26831],0,43482,Dinamik/Gecici Port,Orta,40.0,0,0.0,15060000.0
26828,147.360458,104.18.33.206,10.5.1.26,TCP,1506,443  >  43482 [ACK] Seq=5218282 Ack=19022 Win=131072 Len=1452 [TCP PDU reassembled in 26831],0,43482,Dinamik/Gecici Port,Orta,40.0,0,0.0,15060000.0
26829,147.360458,104.18.33.206,10.5.1.26,TCP,1506,443  >  43482 [ACK] Seq=5219734 Ack=19022 Win=131072 Len=1452 [TCP PDU reassembled in 26831],0,43482,Dinamik/Gecici Port,Orta,40.0,0,0.0,15060000.0
26830,147.360458,104.18.33.206,10.5.1.26,TCP,1506,443  >  43482 [ACK] Seq=5221186 Ack=19022 Win=131072 Len=1452 [TCP PDU reassembled in 26831],0,43482,Dinamik/Gecici Port,Orta,40.0,0,0.0,15060000.0
26831,147.360458,104.18.33.206,10.5.1.26,TLSv1.3,488,Application Data,0,443,HTTPS,Dusuk,10.0,0,0.0,4880000.0
26832,147.360458,104.18.33.206,10.5.1.26,TLSv1.3,461,"Application Data, Application Data",0,443,HTTPS,Dusuk,10.0,0,0.0,4610000.0
26833,147.360458,104.18.33.206,10.5.1.26,TLSv1.3,1506,Application Data,0,443,HTTPS,Dusuk,10.0,0,0.0,15060000.0
26834,147.360458,104.18.33.206,10.5.1.26,TCP,1506,443  >  43482 [ACK] Seq=5224931 Ack=19022 Win=131072 Len=1452 [TCP PDU reassembled in 26835],0,43482,Dinamik/Gecici Port,Orta,40.0,0,0.0,15060000.0
26835,147.360458,104.18.33.206,10.5.1.26,TLSv1.3,649,Application Data,0,443,HTTPS,Dusuk,10.0,0,0.0,6490000.0
26836,147.360458,104.18.33.206,10.5.1.26,TCP,1506,443  >  43482 [ACK] Seq=5226978 Ack=19022 Win=131072 Len=1452 [TCP PDU reassembled in 26848],0,43482,Dinamik/Gecici Port,Orta,40.0,0,0.0,15060000.0
26837,147.360458,104.18.33.206,10.5.1.26,TCP,1506,443  >  43482 [ACK] Seq=5228430 Ack=19022 Win=131072 Len=1452 [TCP PDU reassembled in 26848],0,43482,Dinamik/Gecici Port,Orta,40.0,0,0.0,15060000.0
26838,147.360458,104.18.33.206,10.5.1.26,TCP,1506,443  >  43482 [ACK] Seq=5229882 Ack=19022 Win=131072 Len=1452 [TCP PDU reassembled in 26848],0,43482,Dinamik/Gecici Port,Orta,40.0,0,0.0,15060000.0
26839,147.360458,104.18.33.206,10.5.1.26,TCP,1506,443  >  43482 [ACK] Seq=5231334 Ack=19022 Win=131072 Len=1452 [TCP PDU reassembled in 26848],0,43482,Dinamik/Gecici Port,Orta,40.0,0,0.0,15060000.0
26840,147.360458,104.18.33.206,10.5.1.26,TCP,1506,443  >  43482 [ACK] Seq=5232786 Ack=19022 Win=131072 Len=1452 [TCP PDU reassembled in 26848],0,43482,Dinamik/Gecici Port,Orta,40.0,0,0.0,15060000.0
26841,147.360458,104.18.33.206,10.5.1.26,TCP,1506,443  >  43482 [ACK] Seq=5234238 Ack=19022 Win=131072 Len=1452 [TCP PDU reassembled in 26848],0,43482,Dinamik/Gecici Port,Orta,40.0,0,0.0,15060000.0
26842,147.360458,104.18.33.206,10.5.1.26,TCP,1506,443  >  43482 [ACK] Seq=5235690 Ack=19022 Win=131072 Len=1452 [TCP PDU reassembled in 26848],0,43482,Dinamik/Gecici Port,Orta,40.0,0,0.0,15060000.0
26843,147.360458,104.18.33.206,10.5.1.26,TCP,1506,443  >  43482 [ACK] Seq=5237142 Ack=19022 Win=131072 Len=1452 [TCP PDU reassembled in 26848],0,43482,Dinamik/Gecici Port,Orta,40.0,0,0.0,15060000.0
26844,147.360458,104.18.33.206,10.5.1.26,TCP,1506,443  >  43482 [ACK] Seq=5238594 Ack=19022 Win=131072 Len=1452 [TCP PDU reassembled in 26848],0,43482,Dinamik/Gecici Port,Orta,40.0,0,0.0,15060000.0
26846,147.360893,104.18.33.206,10.5.1.26,TCP,1506,443  >  43482 [ACK] Seq=5240046 Ack=19022 Win=131072 Len=1452 [TCP PDU reassembled in 26848],0,43482,Dinamik/Gecici Port,Orta,40.0,0,0.00043500000001017725,2814953.2709744885
26847,147.360893,104.18.33.206,10.5.1.26,TCP,1506,443  >  43482 [ACK] Seq=5241498 Ack=19022 Win=131072 Len=1452 [TCP PDU reassembled in 26848],0,43482,Dinamik/Gecici Port,Orta,40.0,0,0.0,15060000.0
26848,147.360893,104.18.33.206,10.5.1.26,TLSv1.3,488,Application Data,0,443,HTTPS,Dusuk,10.0,0,0.0,4880000.0
26849,147.360893,104.18.33.206,10.5.1.26,TCP,1506,443  >  43482 [ACK] Seq=5243384 Ack=19022 Win=131072 Len=1452 [TCP PDU reassembled in 26855],0,43482,Dinamik/Gecici Port,Orta,40.0,0,0.0,15060000.0
26850,147.360893,104.18.33.206,10.5.1.26,TCP,1506,443  >  43482 [ACK] Seq=5244836 Ack=19022 Win=131072 Len=1452 [TCP PDU reassembled in 26855],0,43482,Dinamik/Gecici Port,Orta,40.0,0,0.0,15060000.0
26851,147.360893,104.18.33.206,10.5.1.26,TCP,1506,443  >  43482 [ACK] Seq=5246288 Ack=19022 Win=131072 Len=1452 [TCP PDU reassembled in 26855],0,43482,Dinamik/Gecici Port,Orta,40.0,0,0.0,15060000.0
26852,147.360893,104.18.33.206,10.5.1.26,TCP,1506,443  >  43482 [ACK] Seq=5247740 Ack=19022 Win=131072 Len=1452 [TCP PDU reassembled in 26855],0,43482,Dinamik/Gecici Port,Orta,40.0,0,0.0,15060000.0
26853,147.360893,104.18.33.206,10.5.1.26,TCP,1506,443  >  43482 [ACK] Seq=5249192 Ack=19022 Win=131072 Len=1452 [TCP PDU reassembled in 26855],0,43482,Dinamik/Gecici Port,Orta,40.0,0,0.0,15060000.0
26854,147.360893,104.18.33.206,10.5.1.26,TCP,1506,443  >  43482 [ACK] Seq=5250644 Ack=19022 Win=131072 Len=1452 [TCP PDU reassembled in 26855],0,43482,Dinamik/Gecici Port,Orta,40.0,0,0.0,15060000.0
26855,147.360893,104.18.33.206,10.5.1.26,TLSv1.3,234,"Application Data, Application Data",0,443,HTTPS,Dusuk,10.0,0,0.0,2340000.0
26858,147.394833,104.18.33.206,10.5.1.26,TLSv1.3,192,Application Data,0,443,HTTPS,Dusuk,10.0,0,0.03394000000000119,5640.423031727181
26859,147.394833,104.18.33.206,10.5.1.26,TCP,1506,443  >  43482 [ACK] Seq=5252414 Ack=19190 Win=131072 Len=1452 [TCP PDU reassembled in 26861],0,43482,Dinamik/Gecici Port,Orta,40.0,0,0.0,15060000.0
26860,147.394833,104.18.33.206,10.5.1.26,TCP,1506,443  >  43482 [ACK] Seq=5253866 Ack=19190 Win=131072 Len=1452 [TCP PDU reassembled in 26861],0,43482,Dinamik/Gecici Port,Orta,40.0,0,0.0,15060000.0
26861,147.394833,104.18.33.206,10.5.1.26,TLSv1.3,540,Application Data,0,443,HTTPS,Dusuk,10.0,0,0.0,5400000.0
26862,147.394833,104.18.33.206,10.5.1.26,TCP,1506,443  >  43482 [ACK] Seq=5255804 Ack=19190 Win=131072 Len=1452 [TCP PDU reassembled in 26873],0,43482,Dinamik/Gecici Port,Orta,40.0,0,0.0,15060000.0
26863,147.394833,104.18.33.206,10.5.1.26,TCP,1506,443  >  43482 [ACK] Seq=5257256 Ack=19190 Win=131072 Len=1452 [TCP PDU reassembled in 26873],0,43482,Dinamik/Gecici Port,Orta,40.0,0,0.0,15060000.0
26864,147.394833,104.18.33.206,10.5.1.26,TCP,1506,443  >  43482 [ACK] Seq=5258708 Ack=19190 Win=131072 Len=1452 [TCP PDU reassembled in 26873],0,43482,Dinamik/Gecici Port,Orta,40.0,0,0.0,15060000.0
26865,147.394833,104.18.33.206,10.5.1.26,TCP,1506,443  >  43482 [ACK] Seq=5260160 Ack=19190 Win=131072 Len=1452 [TCP PDU reassembled in 26873],0,43482,Dinamik/Gecici Port,Orta,40.0,0,0.0,15060000.0
26866,147.394833,104.18.33.206,10.5.1.26,TCP,1506,443  >  43482 [ACK] Seq=5261612 Ack=19190 Win=131072 Len=1452 [TCP PDU reassembled in 26873],0,43482,Dinamik/Gecici Port,Orta,40.0,0,0.0,15060000.0
26867,147.394833,104.18.33.206,10.5.1.26,TCP,1506,443  >  43482 [ACK] Seq=5263064 Ack=19190 Win=131072 Len=1452 [TCP PDU reassembled in 26873],0,43482,Dinamik/Gecici Port,Orta,40.0,0,0.0,15060000.0
26868,147.394833,104.18.33.206,10.5.1.26,TCP,1506,443  >  43482 [ACK] Seq=5264516 Ack=19190 Win=131072 Len=1452 [TCP PDU reassembled in 26873],0,43482,Dinamik/Gecici Port,Orta,40.0,0,0.0,15060000.0
26869,147.394833,104.18.33.206,10.5.1.26,TCP,1506,443  >  43482 [ACK] Seq=5265968 Ack=19190 Win=131072 Len=1452 [TCP PDU reassembled in 26873],0,43482,Dinamik/Gecici Port,Orta,40.0,0,0.0,15060000.0
26870,147.394833,104.18.33.206,10.5.1.26,TCP,1506,443  >  43482 [ACK] Seq=5267420 Ack=19190 Win=131072 Len=1452 [TCP PDU reassembled in 26873],0,43482,Dinamik/Gecici Port,Orta,40.0,0,0.0,15060000.0
26871,147.394833,104.18.33.206,10.5.1.26,TCP,1506,443  >  43482 [ACK] Seq=5268872 Ack=19190 Win=131072 Len=1452 [TCP PDU reassembled in 26873],0,43482,Dinamik/Gecici Port,Orta,40.0,0,0.0,15060000.0
26872,147.394833,104.18.33.206,10.5.1.26,TCP,1506,443  >  43482 [ACK] Seq=5270324 Ack=19190 Win=131072 Len=1452 [TCP PDU reassembled in 26873],0,43482,Dinamik/Gecici Port,Orta,40.0,0,0.0,15060000.0
26873,147.394833,104.18.33.206,10.5.1.26,TLSv1.3,488,Application Data,0,443,HTTPS,Dusuk,10.0,0,0.0,4880000.0
26874,147.395857,104.18.33.206,10.5.1.26,TCP,1506,443  >  43482 [ACK] Seq=5272210 Ack=19190 Win=131072 Len=1452 [TCP PDU reassembled in 26880],0,43482,Dinamik/Gecici Port,Orta,40.0,0,0.001024000000001024,1339857.6512443307
26875,147.395857,104.18.33.206,10.5.1.26,TCP,1506,443  >  43482 [ACK] Seq=5273662 Ack=19190 Win=131072 Len=1452 [TCP PDU reassembled in 26880],0,43482,Dinamik/Gecici Port,Orta,40.0,0,0.0,15060000.0
26876,147.395857,104.18.33.206,10.5.1.26,TCP,1506,443  >  43482 [ACK] Seq=5275114 Ack=19190 Win=131072 Len=1452 [TCP PDU reassembled in 26880],0,43482,Dinamik/Gecici Port,Orta,40.0,0,0.0,15060000.0
26877,147.395857,104.18.33.206,10.5.1.26,TCP,1506,443  >  43482 [ACK] Seq=5276566 Ack=19190 Win=131072 Len=1452 [TCP PDU reassembled in 26880],0,43482,Dinamik/Gecici Port,Orta,40.0,0,0.0,15060000.0
26879,147.396234,104.18.33.206,10.5.1.26,TCP,1506,443  >  43482 [ACK] Seq=5278018 Ack=19190 Win=131072 Len=1452 [TCP PDU reassembled in 26880],0,43482,Dinamik/Gecici Port,Orta,40.0,0,0.0003769999999860829,3157232.7044946323
26880,147.397272,104.18.33.206,10.5.1.26,TLSv1.3,1506,Application Data,0,443,HTTPS,Dusuk,10.0,0,0.0010379999999940992,1323374.3409558954
26881,147.397272,104.18.33.206,10.5.1.26,TCP,1506,443  >  43482 [ACK] Seq=5280922 Ack=19190 Win=131072 Len=1452 [TCP PDU reassembled in 26891],0,43482,Dinamik/Gecici Port,Orta,40.0,0,0.0,15060000.0
26882,147.397272,104.18.33.206,10.5.1.26,TCP,1506,443  >  43482 [ACK] Seq=5282374 Ack=19190 Win=131072 Len=1452 [TCP PDU reassembled in 26891],0,43482,Dinamik/Gecici Port,Orta,40.0,0,0.0,15060000.0
26883,147.397272,104.18.33.206,10.5.1.26,TCP,1506,443  >  43482 [ACK] Seq=5283826 Ack=19190 Win=131072 Len=1452 [TCP PDU reassembled in 26891],0,43482,Dinamik/Gecici Port,Orta,40.0,0,0.0,15060000.0
26884,147.397272,104.18.33.206,10.5.1.26,TCP,1506,443  >  43482 [ACK] Seq=5285278 Ack=19190 Win=131072 Len=1452 [TCP PDU reassembled in 26891],0,43482,Dinamik/Gecici Port,Orta,40.0,0,0.0,15060000.0
26885,147.397272,104.18.33.206,10.5.1.26,TCP,1506,443  >  43482 [ACK] Seq=5286730 Ack=19190 Win=131072 Len=1452 [TCP PDU reassembled in 26891],0,43482,Dinamik/Gecici Port,Orta,40.0,0,0.0,15060000.0
26886,147.397272,104.18.33.206,10.5.1.26,TCP,1506,443  >  43482 [ACK] Seq=5288182 Ack=19190 Win=131072 Len=1452 [TCP PDU reassembled in 26891],0,43482,Dinamik/Gecici Port,Orta,40.0,0,0.0,15060000.0
26887,147.397272,104.18.33.206,10.5.1.26,TCP,1506,443  >  43482 [ACK] Seq=5289634 Ack=19190 Win=131072 Len=1452 [TCP PDU reassembled in 26891],0,43482,Dinamik/Gecici Port,Orta,40.0,0,0.0,15060000.0
26888,147.397272,104.18.33.206,10.5.1.26,TCP,1506,443  >  43482 [ACK] Seq=5291086 Ack=19190 Win=131072 Len=1452 [TCP PDU reassembled in 26891],0,43482,Dinamik/Gecici Port,Orta,40.0,0,0.0,15060000.0
26889,147.397272,104.18.33.206,10.5.1.26,TCP,1506,443  >  43482 [ACK] Seq=5292538 Ack=19190 Win=131072 Len=1452 [TCP PDU reassembled in 26891],0,43482,Dinamik/Gecici Port,Orta,40.0,0,0.0,15060000.0
26890,147.397272,104.18.33.206,10.5.1.26,TCP,1506,443  >  43482 [ACK] Seq=5293990 Ack=19190 Win=131072 Len=1452 [TCP PDU reassembled in 26891],0,43482,Dinamik/Gecici Port,Orta,40.0,0,0.0,15060000.0
26891,147.397272,104.18.33.206,10.5.1.26,TLSv1.3,1469,Application Data,0,443,HTTPS,Dusuk,10.0,0,0.0,14690000.0
26892,147.397272,104.18.33.206,10.5.1.26,TLSv1.3,1377,"Application Data, Application Data",0,443,HTTPS,Dusuk,10.0,0,0.0,13770000.0
26893,147.397272,104.18.33.206,10.5.1.26,TCP,85,"[TCP Spurious Retransmission] 443  >  53436 [PSH, ACK] Seq=1555813 Ack=5950 Win=131072 Len=31",0,53436,Dinamik/Gecici Port,Orta,40.0,0,0.0,850000.0
26897,147.428064,104.18.33.206,10.5.1.26,TLSv1.3,318,Application Data,0,443,HTTPS,Dusuk,10.0,0,0.03079200000001947,10293.927230344412
26898,147.428064,104.18.33.206,10.5.1.26,TCP,1506,443  >  43482 [ACK] Seq=5298444 Ack=19357 Win=131072 Len=1452 [TCP PDU reassembled in 26900],0,43482,Dinamik/Gecici Port,Orta,40.0,0,0.0,15060000.0
26899,147.428064,104.18.33.206,10.5.1.26,TCP,1506,443  >  43482 [ACK] Seq=5299896 Ack=19357 Win=131072 Len=1452 [TCP PDU reassembled in 26900],0,43482,Dinamik/Gecici Port,Orta,40.0,0,0.0,15060000.0
26900,147.428064,104.18.33.206,10.5.1.26,TLSv1.3,439,Application Data,0,443,HTTPS,Dusuk,10.0,0,0.0,4390000.0
26901,147.428967,104.18.33.206,10.5.1.26,TCP,1506,443  >  43482 [ACK] Seq=5301733 Ack=19357 Win=131072 Len=1452 [TCP PDU reassembled in 26912],0,43482,Dinamik/Gecici Port,Orta,40.0,0,0.0009029999999938809,1501495.5134687813
26902,147.428967,104.18.33.206,10.5.1.26,TCP,1506,443  >  43482 [ACK] Seq=5303185 Ack=19357 Win=131072 Len=1452 [TCP PDU reassembled in 26912],0,43482,Dinamik/Gecici Port,Orta,40.0,0,0.0,15060000.0
26903,147.428967,104.18.33.206,10.5.1.26,TCP,1506,443  >  43482 [ACK] Seq=5304637 Ack=19357 Win=131072 Len=1452 [TCP PDU reassembled in 26912],0,43482,Dinamik/Gecici Port,Orta,40.0,0,0.0,15060000.0
26904,147.428967,104.18.33.206,10.5.1.26,TCP,1506,443  >  43482 [ACK] Seq=5306089 Ack=19357 Win=131072 Len=1452 [TCP PDU reassembled in 26912],0,43482,Dinamik/Gecici Port,Orta,40.0,0,0.0,15060000.0
26905,147.428967,104.18.33.206,10.5.1.26,TCP,1506,443  >  43482 [ACK] Seq=5307541 Ack=19357 Win=131072 Len=1452 [TCP PDU reassembled in 26912],0,43482,Dinamik/Gecici Port,Orta,40.0,0,0.0,15060000.0
26906,147.428967,104.18.33.206,10.5.1.26,TCP,1506,443  >  43482 [ACK] Seq=5308993 Ack=19357 Win=131072 Len=1452 [TCP PDU reassembled in 26912],0,43482,Dinamik/Gecici Port,Orta,40.0,0,0.0,15060000.0
26907,147.428967,104.18.33.206,10.5.1.26,TCP,1506,443  >  43482 [ACK] Seq=5310445 Ack=19357 Win=131072 Len=1452 [TCP PDU reassembled in 26912],0,43482,Dinamik/Gecici Port,Orta,40.0,0,0.0,15060000.0
26908,147.428967,104.18.33.206,10.5.1.26,TCP,1506,443  >  43482 [ACK] Seq=5311897 Ack=19357 Win=131072 Len=1452 [TCP PDU reassembled in 26912],0,43482,Dinamik/Gecici Port,Orta,40.0,0,0.0,15060000.0
26909,147.428967,104.18.33.206,10.5.1.26,TCP,1506,443  >  43482 [ACK] Seq=5313349 Ack=19357 Win=131072 Len=1452 [TCP PDU reassembled in 26912],0,43482,Dinamik/Gecici Port,Orta,40.0,0,0.0,15060000.0
26910,147.428967,104.18.33.206,10.5.1.26,TCP,1506,443  >  43482 [ACK] Seq=5314801 Ack=19357 Win=131072 Len=1452 [TCP PDU reassembled in 26912],0,43482,Dinamik/Gecici Port,Orta,40.0,0,0.0,15060000.0
26911,147.428967,104.18.33.206,10.5.1.26,TCP,1506,443  >  43482 [ACK] Seq=5316253 Ack=19357 Win=131072 Len=1452 [TCP PDU reassembled in 26912],0,43482,Dinamik/Gecici Port,Orta,40.0,0,0.0,15060000.0
26912,147.428967,104.18.33.206,10.5.1.26,TLSv1.3,488,Application Data,0,443,HTTPS,Dusuk,10.0,0,0.0,4880000.0
26913,147.428967,104.18.33.206,10.5.1.26,TCP,1506,443  >  43482 [ACK] Seq=5318139 Ack=19357 Win=131072 Len=1452 [TCP PDU reassembled in 26925],0,43482,Dinamik/Gecici Port,Orta,40.0,0,0.0,15060000.0
26915,147.430056,104.18.33.206,10.5.1.26,TCP,1506,443  >  43482 [ACK] Seq=5319591 Ack=19357 Win=131072 Len=1452 [TCP PDU reassembled in 26925],0,43482,Dinamik/Gecici Port,Orta,40.0,0,0.0010890000000074451,1266610.597132523
26916,147.430056,104.18.33.206,10.5.1.26,TCP,1506,443  >  43482 [ACK] Seq=5321043 Ack=19357 Win=131072 Len=1452 [TCP PDU reassembled in 26925],0,43482,Dinamik/Gecici Port,Orta,40.0,0,0.0,15060000.0
26917,147.430056,104.18.33.206,10.5.1.26,TCP,1506,443  >  43482 [ACK] Seq=5322495 Ack=19357 Win=131072 Len=1452 [TCP PDU reassembled in 26925],0,43482,Dinamik/Gecici Port,Orta,40.0,0,0.0,15060000.0
26918,147.430056,104.18.33.206,10.5.1.26,TCP,1506,443  >  43482 [ACK] Seq=5323947 Ack=19357 Win=131072 Len=1452 [TCP PDU reassembled in 26925],0,43482,Dinamik/Gecici Port,Orta,40.0,0,0.0,15060000.0
26919,147.430056,104.18.33.206,10.5.1.26,TCP,1506,443  >  43482 [ACK] Seq=5325399 Ack=19357 Win=131072 Len=1452 [TCP PDU reassembled in 26925],0,43482,Dinamik/Gecici Port,Orta,40.0,0,0.0,15060000.0
26920,147.430056,104.18.33.206,10.5.1.26,TCP,1506,443  >  43482 [ACK] Seq=5326851 Ack=19357 Win=131072 Len=1452 [TCP PDU reassembled in 26925],0,43482,Dinamik/Gecici Port,Orta,40.0,0,0.0,15060000.0
26921,147.430056,104.18.33.206,10.5.1.26,TCP,1506,443  >  43482 [ACK] Seq=5328303 Ack=19357 Win=131072 Len=1452 [TCP PDU reassembled in 26925],0,43482,Dinamik/Gecici Port,Orta,40.0,0,0.0,15060000.0
26922,147.430056,104.18.33.206,10.5.1.26,TCP,1506,443  >  43482 [ACK] Seq=5329755 Ack=19357 Win=131072 Len=1452 [TCP PDU reassembled in 26925],0,43482,Dinamik/Gecici Port,Orta,40.0,0,0.0,15060000.0
26923,147.430056,104.18.33.206,10.5.1.26,TCP,1506,443  >  43482 [ACK] Seq=5331207 Ack=19357 Win=131072 Len=1452 [TCP PDU reassembled in 26925],0,43482,Dinamik/Gecici Port,Orta,40.0,0,0.0,15060000.0
26924,147.430056,104.18.33.206,10.5.1.26,TCP,1506,443  >  43482 [ACK] Seq=5332659 Ack=19357 Win=131072 Len=1452 [TCP PDU reassembled in 26925],0,43482,Dinamik/Gecici Port,Orta,40.0,0,0.0,15060000.0
26925,147.430056,104.18.33.206,10.5.1.26,TLSv1.3,1506,Application Data,0,443,HTTPS,Dusuk,10.0,0,0.0,15060000.0
26926,147.430056,104.18.33.206,10.5.1.26,TCP,1506,443  >  43482 [ACK] Seq=5335563 Ack=19357 Win=131072 Len=1452 [TCP PDU reassembled in 26936],0,43482,Dinamik/Gecici Port,Orta,40.0,0,0.0,15060000.0
26927,147.430056,104.18.33.206,10.5.1.26,TCP,1506,443  >  43482 [ACK] Seq=5337015 Ack=19357 Win=131072 Len=1452 [TCP PDU reassembled in 26936],0,43482,Dinamik/Gecici Port,Orta,40.0,0,0.0,15060000.0
26928,147.430056,104.18.33.206,10.5.1.26,TCP,1506,443  >  43482 [ACK] Seq=5338467 Ack=19357 Win=131072 Len=1452 [TCP PDU reassembled in 26936],0,43482,Dinamik/Gecici Port,Orta,40.0,0,0.0,15060000.0
26929,147.430056,104.18.33.206,10.5.1.26,TCP,1506,443  >  43482 [ACK] Seq=5339919 Ack=19357 Win=131072 Len=1452 [TCP PDU reassembled in 26936],0,43482,Dinamik/Gecici Port,Orta,40.0,0,0.0,15060000.0
26930,147.430056,104.18.33.206,10.5.1.26,TCP,1506,443  >  43482 [ACK] Seq=5341371 Ack=19357 Win=131072 Len=1452 [TCP PDU reassembled in 26936],0,43482,Dinamik/Gecici Port,Orta,40.0,0,0.0,15060000.0
26931,147.430056,104.18.33.206,10.5.1.26,TCP,1506,443  >  43482 [ACK] Seq=5342823 Ack=19357 Win=131072 Len=1452 [TCP PDU reassembled in 26936],0,43482,Dinamik/Gecici Port,Orta,40.0,0,0.0,15060000.0
26932,147.430056,104.18.33.206,10.5.1.26,TCP,1506,443  >  43482 [ACK] Seq=5344275 Ack=19357 Win=131072 Len=1452 [TCP PDU reassembled in 26936],0,43482,Dinamik/Gecici Port,Orta,40.0,0,0.0,15060000.0
26933,147.430056,104.18.33.206,10.5.1.26,TCP,1506,443  >  43482 [ACK] Seq=5345727 Ack=19357 Win=131072 Len=1452 [TCP PDU reassembled in 26936],0,43482,Dinamik/Gecici Port,Orta,40.0,0,0.0,15060000.0
26934,147.430056,104.18.33.206,10.5.1.26,TCP,1506,443  >  43482 [ACK] Seq=5347179 Ack=19357 Win=131072 Len=1452 [TCP PDU reassembled in 26936],0,43482,Dinamik/Gecici Port,Orta,40.0,0,0.0,15060000.0
26935,147.430056,104.18.33.206,10.5.1.26,TCP,1506,443  >  43482 [ACK] Seq=5348631 Ack=19357 Win=131072 Len=1452 [TCP PDU reassembled in 26936],0,43482,Dinamik/Gecici Port,Orta,40.0,0,0.0,15060000.0
26936,147.430056,104.18.33.206,10.5.1.26,TLSv1.3,922,Application Data,0,443,HTTPS,Dusuk,10.0,0,0.0,9220000.0
26937,147.430056,104.18.33.206,10.5.1.26,TCP,1506,443  >  43482 [ACK] Seq=5350951 Ack=19357 Win=131072 Len=1452 [TCP PDU reassembled in 26940],0,43482,Dinamik/Gecici Port,Orta,40.0,0,0.0,15060000.0
26938,147.430056,104.18.33.206,10.5.1.26,TCP,1506,443  >  43482 [ACK] Seq=5352403 Ack=19357 Win=131072 Len=1452 [TCP PDU reassembled in 26940],0,43482,Dinamik/Gecici Port,Orta,40.0,0,0.0,15060000.0
26939,147.430056,104.18.33.206,10.5.1.26,TCP,1506,443  >  43482 [ACK] Seq=5353855 Ack=19357 Win=131072 Len=1452 [TCP PDU reassembled in 26940],0,43482,Dinamik/Gecici Port,Orta,40.0,0,0.0,15060000.0
26940,147.430056,104.18.33.206,10.5.1.26,TLSv1.3,480,"Application Data, Application Data",0,443,HTTPS,Dusuk,10.0,0,0.0,4800000.0
26942,147.492899,104.18.33.206,10.5.1.26,TCP,480,"[TCP Spurious Retransmission] 443  >  43482 [PSH, ACK] Seq=5355307 Ack=19357 Win=131072 Len=426",0,43482,Dinamik/Gecici Port,Orta,40.0,0,0.06284299999998666,7625.947285641004
26964,147.786353,104.18.33.206,10.5.1.26,TCP,54,443  >  53436 [ACK] Seq=1555844 Ack=6319 Win=131072 Len=0,0,53436,Dinamik/Gecici Port,Orta,40.0,0,0.293453999999997,183.95252662202032
26965,147.799483,104.18.33.206,10.5.1.26,TLSv1.3,323,Application Data,0,443,HTTPS,Dusuk,10.0,0,0.013130000000018072,24414.210128462495
26966,147.799483,104.18.33.206,10.5.1.26,TCP,1506,443  >  53436 [ACK] Seq=1556113 Ack=6319 Win=131072 Len=1452 [TCP PDU reassembled in 26973],0,53436,Dinamik/Gecici Port,Orta,40.0,0,0.0,15060000.0
26967,147.799483,104.18.33.206,10.5.1.26,TCP,1506,443  >  53436 [ACK] Seq=1557565 Ack=6319 Win=131072 Len=1452 [TCP PDU reassembled in 26973],0,53436,Dinamik/Gecici Port,Orta,40.0,0,0.0,15060000.0
26968,147.799483,104.18.33.206,10.5.1.26,TCP,1506,443  >  53436 [ACK] Seq=1559017 Ack=6319 Win=131072 Len=1452 [TCP PDU reassembled in 26973],0,53436,Dinamik/Gecici Port,Orta,40.0,0,0.0,15060000.0
26969,147.799483,104.18.33.206,10.5.1.26,TCP,1506,443  >  53436 [ACK] Seq=1560469 Ack=6319 Win=131072 Len=1452 [TCP PDU reassembled in 26973],0,53436,Dinamik/Gecici Port,Orta,40.0,0,0.0,15060000.0
26970,147.799483,104.18.33.206,10.5.1.26,TCP,1506,443  >  53436 [ACK] Seq=1561921 Ack=6319 Win=131072 Len=1452 [TCP PDU reassembled in 26973],0,53436,Dinamik/Gecici Port,Orta,40.0,0,0.0,15060000.0
26971,147.799483,104.18.33.206,10.5.1.26,TCP,1506,443  >  53436 [ACK] Seq=1563373 Ack=6319 Win=131072 Len=1452 [TCP PDU reassembled in 26973],0,53436,Dinamik/Gecici Port,Orta,40.0,0,0.0,15060000.0
26972,147.799483,104.18.33.206,10.5.1.26,TCP,1506,443  >  53436 [ACK] Seq=1564825 Ack=6319 Win=131072 Len=1452 [TCP PDU reassembled in 26973],0,53436,Dinamik/Gecici Port,Orta,40.0,0,0.0,15060000.0
26973,147.799483,104.18.33.206,10.5.1.26,TLSv1.3,1360,Application Data,0,443,HTTPS,Dusuk,10.0,0,0.0,13600000.0
26974,147.799483,104.18.33.206,10.5.1.26,TCP,1506,443  >  53436 [ACK] Seq=1567583 Ack=6319 Win=131072 Len=1452 [TCP PDU reassembled in 26985],0,53436,Dinamik/Gecici Port,Orta,40.0,0,0.0,15060000.0
26975,147.799483,104.18.33.206,10.5.1.26,TCP,1506,443  >  53436 [ACK] Seq=1569035 Ack=6319 Win=131072 Len=1452 [TCP PDU reassembled in 26985],0,53436,Dinamik/Gecici Port,Orta,40.0,0,0.0,15060000.0
