No.,Time,Source,Destination,Protocol,Length,Info,Label,Dst_Port,Service_Name,Risk_Level,Risk_Score,Is_High_Risk,Time_Diff,Bytes_Per_Sec
118,8.273443,0.0.0.0,255.255.255.255,DHCP,342,DHCP Request  - Transaction ID 0x50cadbfc,0,67,Dinamik/Gecici Port,Orta,40.0,0,0.0,3420000.0
1209,23.245723,0.0.0.0,255.255.255.255,DHCP,370,DHCP Request  - Transaction ID 0x1f249cbc,1,67,Dinamik/Gecici Port,Orta,40.0,0,14.972280000000001,24.712170009043316
1094,37.353015,0.0.0.0,255.255.255.255,DHCP,364,DHCP Request  - Transaction ID 0xb6130521,0,67,Dinamik/Gecici Port,Orta,40.0,0,14.107291999999998,25.802075961311637
1144,41.044641,0.0.0.0,255.255.255.255,DHCP,332,DHCP Discover - Transaction ID 0x1c6a46cd,0,67,Dinamik/Gecici Port,Orta,40.0,0,3.6916259999999994,89.93083452022172
1146,41.044641,0.0.0.0,255.255.255.255,DHCP,342,DHCP Request  - Transaction ID 0x1c6a46cd,0,67,Dinamik/Gecici Port,Orta,40.0,0,0.0,3420000.0
1999,49.234741,0.0.0.0,255.255.255.255,DHCP,354,DHCP Request  - Transaction ID 0xb02a1c0,0,67,Dinamik/Gecici Port,Orta,40.0,0,8.190100000000001,43.22238773167932
2343,70.145442,0.0.0.0,255.255.255.255,DHCP,342,DHCP Request  - Transaction ID 0x545d9c10,1,67,Dinamik/Gecici Port,Orta,40.0,0,20.910701000000003,16.355184098399672
4908,73.191202,0.0.0.0,255.255.255.255,DHCP,344,DHCP Request  - Transaction ID 0xfba656d7,0,67,Dinamik/Gecici Port,Orta,40.0,0,3.0457600000000014,112.94018766456759
2728,79.566044,0.0.0.0,255.255.255.255,DHCP,352,DHCP Request  - Transaction ID 0x913657f9,1,67,Dinamik/Gecici Port,Orta,40.0,0,6.374842000000001,55.21618863355933
22665,123.781631,0.0.0.0,255.255.255.255,DHCP,342,DHCP Discover - Transaction ID 0x93c0c285,0,67,Dinamik/Gecici Port,Orta,40.0,0,44.215587,7.734811403020832
22730,125.421284,0.0.0.0,255.255.255.255,DHCP,342,DHCP Request  - Transaction ID 0x93c0c285,0,67,Dinamik/Gecici Port,Orta,40.0,0,1.6396529999999956,208.56799774112378
29888,162.484891,0.0.0.0,255.255.255.255,DHCP,332,DHCP Discover - Transaction ID 0x41d139b3,0,67,Dinamik/Gecici Port,Orta,40.0,0,37.063607000000005,8.957549766945867
29900,163.105286,0.0.0.0,255.255.255.255,DHCP,342,DHCP Request  - Transaction ID 0x41d139b3,0,67,Dinamik/Gecici Port,Orta,40.0,0,0.620395000000002,551.1728539311339
29916,164.13244,0.0.0.0,255.255.255.255,DHCP,342,DHCP Request  - Transaction ID 0x41d139b3,0,67,Dinamik/Gecici Port,Orta,40.0,0,1.027153999999996,332.92642326046075
30754,178.771025,0.0.0.0,255.255.255.255,DHCP,342,DHCP Discover - Transaction ID 0x93c0c286,0,67,Dinamik/Gecici Port,Orta,40.0,0,14.638585000000006,23.36275423646317
31225,180.29852,0.0.0.0,255.255.255.255,DHCP,342,DHCP Request  - Transaction ID 0x93c0c286,0,67,Dinamik/Gecici Port,Orta,40.0,0,1.5274949999999876,223.88132980273093
31263,181.338283,0.0.0.0,255.255.255.255,DHCP,342,DHCP Request  - Transaction ID 0x93c0c286,0,67,Dinamik/Gecici Port,Orta,40.0,0,1.0397629999999936,328.8894787101783
31499,183.576554,0.0.0.0,255.255.255.255,DHCP,342,DHCP Discover - Transaction ID 0x93c0c287,0,67,Dinamik/Gecici Port,Orta,40.0,0,2.2382709999999975,152.7896849985996
31522,184.608505,0.0.0.0,255.255.255.255,DHCP,342,DHCP Request  - Transaction ID 0x93c0c287,0,67,Dinamik/Gecici Port,Orta,40.0,0,1.0319510000000207,331.3789725507685
34609,217.684609,0.0.0.0,255.255.255.255,DHCP,364,DHCP Request  - Transaction ID 0x4b27b53,0,67,Dinamik/Gecici Port,Orta,40.0,0,33.07610399999999,11.00489040398953
36709,259.555833,0.0.0.0,255.255.255.255,DHCP,342,DHCP Request  - Transaction ID 0x93c0c288,0,67,Dinamik/Gecici Port,Orta,40.0,0,41.87122400000001,8.167881197164911
39033,278.713119,0.0.0.0,255.255.255.255,DHCP,354,DHCP Request  - Transaction ID 0xd13b6643,0,67,Dinamik/Gecici Port,Orta,40.0,0,19.157286,18.478512673910732
49877,336.777017,0.0.0.0,255.255.255.255,DHCP,342,DHCP Discover - Transaction ID 0x9d605e11,0,67,Dinamik/Gecici Port,Orta,40.0,0,58.063897999999995,5.890052558902334
49900,337.386458,0.0.0.0,255.255.255.255,DHCP,370,DHCP Request  - Transaction ID 0x9d605e11,0,67,Dinamik/Gecici Port,Orta,40.0,0,0.6094410000000039,607.0141303046024
61139,427.401228,0.0.0.0,255.255.255.255,DHCP,342,DHCP Request  - Transaction ID 0x50cadbfd,0,67,Dinamik/Gecici Port,Orta,40.0,0,90.01477,3.7993722592722734
61780,438.159135,0.0.0.0,255.255.255.255,DHCP,344,DHCP Request  - Transaction ID 0xdd664649,0,67,Dinamik/Gecici Port,Orta,40.0,0,10.757906999999989,31.976182949128066
69526,517.818836,0.0.0.0,255.255.255.255,DHCP,364,DHCP Request  - Transaction ID 0x702723ae,0,67,Dinamik/Gecici Port,Orta,40.0,0,79.65970100000004,4.569431450123756
69639,519.350164,0.0.0.0,255.255.255.255,DHCP,364,DHCP Request  - Transaction ID 0x702723ae,0,67,Dinamik/Gecici Port,Orta,40.0,0,1.5313279999999168,237.6866558532427
70112,523.238492,0.0.0.0,255.255.255.255,DHCP,364,DHCP Request  - Transaction ID 0x702723ae,0,67,Dinamik/Gecici Port,Orta,40.0,0,3.8883280000000013,93.61109425197017
70477,528.572266,0.0.0.0,255.255.255.255,DHCP,364,DHCP Request  - Transaction ID 0x3b60b087,0,67,Dinamik/Gecici Port,Orta,40.0,0,5.333774000000062,68.2430818575759
70510,530.513711,0.0.0.0,255.255.255.255,DHCP,364,DHCP Request  - Transaction ID 0x3b60b087,0,67,Dinamik/Gecici Port,Orta,40.0,0,1.9414449999999306,187.47955880497904
70566,534.513214,0.0.0.0,255.255.255.255,DHCP,364,DHCP Request  - Transaction ID 0x3b60b087,0,67,Dinamik/Gecici Port,Orta,40.0,0,3.9995030000000042,91.00903264649006
6,0.507688,10.5.0.1,255.255.255.255,MNDP,152,5678  >  5678 Len=110,1,5678,Dinamik/Gecici Port,Orta,40.0,0,0.0,1520000.0
53,5.663693,10.5.0.1,10.5.1.26,ICMP,164,Destination unreachable (Port unreachable),0,0,Bilinmeyen/ICMP,Dusuk,5.0,0,5.156005,31.80695505619067
54,5.663693,10.5.0.1,10.5.1.26,ICMP,72,Destination unreachable (Port unreachable),0,0,Bilinmeyen/ICMP,Dusuk,5.0,0,0.0,720000.0
55,5.663693,10.5.0.1,10.5.1.26,ICMP,94,Destination unreachable (Port unreachable),0,0,Bilinmeyen/ICMP,Dusuk,5.0,0,0.0,940000.0
58,5.679139,10.5.0.1,10.5.1.26,ICMP,72,Destination unreachable (Port unreachable),0,0,Bilinmeyen/ICMP,Dusuk,5.0,0,0.015445999999999849,4631.416441528413
59,5.679139,10.5.0.1,10.5.1.26,ICMP,82,Destination unreachable (Port unreachable),0,0,Bilinmeyen/ICMP,Dusuk,5.0,0,0.0,820000.0
119,8.273443,10.5.0.1,255.255.255.255,DHCP,342,DHCP ACK      - Transaction ID 0x50cadbfc,0,67,Dinamik/Gecici Port,Orta,40.0,0,2.594304,131.82218343789168
856,15.268532,10.5.0.1,10.5.1.26,ICMP,72,Destination unreachable (Port unreachable),1,0,Bilinmeyen/ICMP,Dusuk,5.0,0,6.995089,10.292788372122612
857,15.270244,10.5.0.1,10.5.1.26,ICMP,82,Destination unreachable (Port unreachable),1,0,Bilinmeyen/ICMP,Dusuk,5.0,0,0.0017119999999994917,45253.86313467053
858,15.270244,10.5.0.1,10.5.1.26,ICMP,72,Destination unreachable (Port unreachable),1,0,Bilinmeyen/ICMP,Dusuk,5.0,0,0.0,720000.0
859,15.270244,10.5.0.1,10.5.1.26,ICMP,164,Destination unreachable (Port unreachable),1,0,Bilinmeyen/ICMP,Dusuk,5.0,0,0.0,1640000.0
860,15.270244,10.5.0.1,10.5.1.26,ICMP,94,Destination unreachable (Port unreachable),1,0,Bilinmeyen/ICMP,Dusuk,5.0,0,0.0,940000.0
1210,23.245723,10.5.0.1,255.255.255.255,DHCP,342,DHCP ACK      - Transaction ID 0x1f249cbc,1,67,Dinamik/Gecici Port,Orta,40.0,0,7.975479000000002,42.880899305241655
750,28.790293,10.5.0.1,10.5.1.26,ICMP,72,Destination unreachable (Port unreachable),0,0,Bilinmeyen/ICMP,Dusuk,5.0,0,5.544569999999997,12.985443678343355
751,28.790293,10.5.0.1,10.5.1.26,ICMP,82,Destination unreachable (Port unreachable),0,0,Bilinmeyen/ICMP,Dusuk,5.0,0,0.0,820000.0
755,28.814113,10.5.0.1,10.5.1.26,ICMP,72,Destination unreachable (Port unreachable),0,0,Bilinmeyen/ICMP,Dusuk,5.0,0,0.02382000000000062,3010.0334448159756
756,28.814113,10.5.0.1,10.5.1.26,ICMP,94,Destination unreachable (Port unreachable),0,0,Bilinmeyen/ICMP,Dusuk,5.0,0,0.0,940000.0
757,28.814113,10.5.0.1,10.5.1.26,ICMP,164,Destination unreachable (Port unreachable),0,0,Bilinmeyen/ICMP,Dusuk,5.0,0,0.0,1640000.0
878,31.722959,10.5.0.1,255.255.255.255,MNDP,152,5678  >  5678 Len=110,0,5678,Dinamik/Gecici Port,Orta,40.0,0,2.9088460000000005,52.25260283277859
1095,37.353015,10.5.0.1,255.255.255.255,DHCP,342,DHCP ACK      - Transaction ID 0xb6130521,0,67,Dinamik/Gecici Port,Orta,40.0,0,5.630056,60.74432040604204
1145,41.044641,10.5.0.1,255.255.255.255,DHCP,342,DHCP Offer    - Transaction ID 0x1c6a46cd,0,67,Dinamik/Gecici Port,Orta,40.0,0,3.6916259999999994,92.63959459613201
1147,41.044641,10.5.0.1,255.255.255.255,DHCP,342,DHCP ACK      - Transaction ID 0x1c6a46cd,0,67,Dinamik/Gecici Port,Orta,40.0,0,0.0,3420000.0
1702,41.234091,10.5.0.1,10.5.1.26,ICMP,72,Destination unreachable (Port unreachable),1,0,Bilinmeyen/ICMP,Dusuk,5.0,0,0.18945000000000078,379.84700606699926
1703,41.234091,10.5.0.1,10.5.1.26,ICMP,82,Destination unreachable (Port unreachable),1,0,Bilinmeyen/ICMP,Dusuk,5.0,0,0.0,820000.0
1704,41.235035,10.5.0.1,10.5.1.26,ICMP,164,Destination unreachable (Port unreachable),1,0,Bilinmeyen/ICMP,Dusuk,5.0,0,0.0009440000000040527,157088.12260475417
1705,41.235035,10.5.0.1,10.5.1.26,ICMP,72,Destination unreachable (Port unreachable),1,0,Bilinmeyen/ICMP,Dusuk,5.0,0,0.0,720000.0
1706,41.235035,10.5.0.1,10.5.1.26,ICMP,94,Destination unreachable (Port unreachable),1,0,Bilinmeyen/ICMP,Dusuk,5.0,0,0.0,940000.0
2000,49.234741,10.5.0.1,255.255.255.255,DHCP,342,DHCP ACK      - Transaction ID 0xb02a1c0,0,67,Dinamik/Gecici Port,Orta,40.0,0,7.999705999999996,42.7510367126403
3009,55.378652,10.5.0.1,10.5.1.26,ICMP,72,Destination unreachable (Port unreachable),0,0,Bilinmeyen/ICMP,Dusuk,5.0,0,6.143911000000003,11.718729019202598
3010,55.378652,10.5.0.1,10.5.1.26,ICMP,72,Destination unreachable (Port unreachable),0,0,Bilinmeyen/ICMP,Dusuk,5.0,0,0.0,720000.0
3011,55.378652,10.5.0.1,10.5.1.26,ICMP,82,Destination unreachable (Port unreachable),0,0,Bilinmeyen/ICMP,Dusuk,5.0,0,0.0,820000.0
3012,55.379944,10.5.0.1,10.5.1.26,ICMP,94,Destination unreachable (Port unreachable),0,0,Bilinmeyen/ICMP,Dusuk,5.0,0,0.0012919999999994047,67528.73563221279
3013,55.379944,10.5.0.1,10.5.1.26,ICMP,164,Destination unreachable (Port unreachable),0,0,Bilinmeyen/ICMP,Dusuk,5.0,0,0.0,1640000.0
2076,60.409495,10.5.0.1,255.255.255.255,MNDP,152,5678  >  5678 Len=110,1,5678,Dinamik/Gecici Port,Orta,40.0,0,5.029550999999998,30.220784702556912
2323,67.522125,10.5.0.1,10.5.1.26,ICMP,72,Destination unreachable (Port unreachable),1,0,Bilinmeyen/ICMP,Dusuk,5.0,0,7.112630000000003,10.122695505101413
2324,67.522125,10.5.0.1,10.5.1.26,ICMP,94,Destination unreachable (Port unreachable),1,0,Bilinmeyen/ICMP,Dusuk,5.0,0,0.0,940000.0
2325,67.523492,10.5.0.1,10.5.1.26,ICMP,164,Destination unreachable (Port unreachable),1,0,Bilinmeyen/ICMP,Dusuk,5.0,0,0.0013670000000018945,111792.7743693171
2326,67.523492,10.5.0.1,10.5.1.26,ICMP,72,Destination unreachable (Port unreachable),1,0,Bilinmeyen/ICMP,Dusuk,5.0,0,0.0,720000.0
2327,67.523492,10.5.0.1,10.5.1.26,ICMP,82,Destination unreachable (Port unreachable),1,0,Bilinmeyen/ICMP,Dusuk,5.0,0,0.0,820000.0
2344,70.145442,10.5.0.1,255.255.255.255,DHCP,342,DHCP ACK      - Transaction ID 0x545d9c10,1,67,Dinamik/Gecici Port,Orta,40.0,0,2.6219499999999982,130.4322953414314
4909,73.191202,10.5.0.1,255.255.255.255,DHCP,342,DHCP ACK      - Transaction ID 0xfba656d7,0,67,Dinamik/Gecici Port,Orta,40.0,0,3.0457600000000014,112.28355866651778
2729,79.566044,10.5.0.1,255.255.255.255,DHCP,342,DHCP ACK      - Transaction ID 0x913657f9,1,67,Dinamik/Gecici Port,Orta,40.0,0,6.374842000000001,53.64754691101503
7654,81.170185,10.5.0.1,10.5.1.26,ICMP,72,Destination unreachable (Port unreachable),0,0,Bilinmeyen/ICMP,Dusuk,5.0,0,1.6041409999999985,44.881037200769754
7655,81.170185,10.5.0.1,10.5.1.26,ICMP,94,Destination unreachable (Port unreachable),0,0,Bilinmeyen/ICMP,Dusuk,5.0,0,0.0,940000.0
7656,81.172078,10.5.0.1,10.5.1.26,ICMP,164,Destination unreachable (Port unreachable),0,0,Bilinmeyen/ICMP,Dusuk,5.0,0,0.0018929999999954816,82288.00802828491
7659,81.181428,10.5.0.1,10.5.1.26,ICMP,72,Destination unreachable (Port unreachable),0,0,Bilinmeyen/ICMP,Dusuk,5.0,0,0.009349999999997749,7619.047619049435
7660,81.181428,10.5.0.1,10.5.1.26,ICMP,82,Destination unreachable (Port unreachable),0,0,Bilinmeyen/ICMP,Dusuk,5.0,0,0.0,820000.0
2970,88.479072,10.5.0.1,10.5.1.26,ICMP,164,Destination unreachable (Port unreachable),1,0,Bilinmeyen/ICMP,Dusuk,5.0,0,7.297644000000005,22.47269841200238
2971,88.479072,10.5.0.1,10.5.1.26,ICMP,72,Destination unreachable (Port unreachable),1,0,Bilinmeyen/ICMP,Dusuk,5.0,0,0.0,720000.0
2972,88.479072,10.5.0.1,10.5.1.26,ICMP,82,Destination unreachable (Port unreachable),1,0,Bilinmeyen/ICMP,Dusuk,5.0,0,0.0,820000.0
2973,88.479072,10.5.0.1,10.5.1.26,ICMP,72,Destination unreachable (Port unreachable),1,0,Bilinmeyen/ICMP,Dusuk,5.0,0,0.0,720000.0
2974,88.479072,10.5.0.1,10.5.1.26,ICMP,94,Destination unreachable (Port unreachable),1,0,Bilinmeyen/ICMP,Dusuk,5.0,0,0.0,940000.0
13314,91.619224,10.5.0.1,255.255.255.255,MNDP,152,5678  >  5678 Len=110,0,5678,Dinamik/Gecici Port,Orta,40.0,0,3.1401520000000005,48.40375867923974
20008,106.219468,10.5.0.1,10.5.1.26,ICMP,72,Destination unreachable (Port unreachable),0,0,Bilinmeyen/ICMP,Dusuk,5.0,0,14.600244000000004,4.931390657644777
20009,106.219468,10.5.0.1,10.5.1.26,ICMP,82,Destination unreachable (Port unreachable),0,0,Bilinmeyen/ICMP,Dusuk,5.0,0,0.0,820000.0
20025,106.238079,10.5.0.1,10.5.1.26,ICMP,72,Destination unreachable (Port unreachable),0,0,Bilinmeyen/ICMP,Dusuk,5.0,0,0.018610999999992828,3848.003848005323
20026,106.238079,10.5.0.1,10.5.1.26,ICMP,94,Destination unreachable (Port unreachable),0,0,Bilinmeyen/ICMP,Dusuk,5.0,0,0.0,940000.0
20027,106.242365,10.5.0.1,10.5.1.26,ICMP,164,Destination unreachable (Port unreachable),0,0,Bilinmeyen/ICMP,Dusuk,5.0,0,0.0042860000000075615,37391.7008663286
22685,124.283753,10.5.0.1,255.255.255.255,DHCP,342,DHCP Offer    - Transaction ID 0x93c0c285,0,67,Dinamik/Gecici Port,Orta,40.0,0,18.041387999999998,18.956307816738843
22731,125.421284,10.5.0.1,255.255.255.255,DHCP,342,DHCP ACK      - Transaction ID 0x93c0c285,0,67,Dinamik/Gecici Port,Orta,40.0,0,1.1375309999999956,300.6247192631014
23695,131.655412,10.5.0.1,10.5.1.26,ICMP,72,Destination unreachable (Port unreachable),0,0,Bilinmeyen/ICMP,Dusuk,5.0,0,6.2341280000000125,11.549144497121352
23696,131.655412,10.5.0.1,10.5.1.26,ICMP,94,Destination unreachable (Port unreachable),0,0,Bilinmeyen/ICMP,Dusuk,5.0,0,0.0,940000.0
23697,131.655412,10.5.0.1,10.5.1.26,ICMP,72,Destination unreachable (Port unreachable),0,0,Bilinmeyen/ICMP,Dusuk,5.0,0,0.0,720000.0
23698,131.657737,10.5.0.1,10.5.1.26,ICMP,82,Destination unreachable (Port unreachable),0,0,Bilinmeyen/ICMP,Dusuk,5.0,0,0.0023249999999848114,33814.43298990252
23699,131.657737,10.5.0.1,10.5.1.26,ICMP,164,Destination unreachable (Port unreachable),0,0,Bilinmeyen/ICMP,Dusuk,5.0,0,0.0,1640000.0
28088,151.632301,10.5.0.1,255.255.255.255,MNDP,152,5678  >  5678 Len=110,0,5678,Dinamik/Gecici Port,Orta,40.0,0,19.974564000000015,7.609639891814946
29310,154.790893,10.5.0.1,10.5.1.26,ICMP,72,Destination unreachable (Port unreachable),0,0,Bilinmeyen/ICMP,Dusuk,5.0,0,3.1585919999999987,22.794245212891926
29311,154.790893,10.5.0.1,10.5.1.26,ICMP,82,Destination unreachable (Port unreachable),0,0,Bilinmeyen/ICMP,Dusuk,5.0,0,0.0,820000.0
29316,154.801996,10.5.0.1,10.5.1.26,ICMP,72,Destination unreachable (Port unreachable),0,0,Bilinmeyen/ICMP,Dusuk,5.0,0,0.011102999999991425,6426.849950910927
29317,154.801996,10.5.0.1,10.5.1.26,ICMP,94,Destination unreachable (Port unreachable),0,0,Bilinmeyen/ICMP,Dusuk,5.0,0,0.0,940000.0
29318,154.803965,10.5.0.1,10.5.1.26,ICMP,164,Destination unreachable (Port unreachable),0,0,Bilinmeyen/ICMP,Dusuk,5.0,0,0.001969000000002552,79265.34557747595
29898,163.105286,10.5.0.1,255.255.255.255,DHCP,342,DHCP Offer    - Transaction ID 0x41d139b3,0,67,Dinamik/Gecici Port,Orta,40.0,0,8.301321000000002,41.197766021022176
29901,163.105286,10.5.0.1,255.255.255.255,DHCP,342,DHCP ACK      - Transaction ID 0x41d139b3,0,67,Dinamik/Gecici Port,Orta,40.0,0,0.0,3420000.0
29917,164.13244,10.5.0.1,255.255.255.255,DHCP,342,DHCP ACK      - Transaction ID 0x41d139b3,0,67,Dinamik/Gecici Port,Orta,40.0,0,1.027153999999996,332.92642326046075
30828,179.043861,10.5.0.1,10.5.1.26,ICMP,72,Destination unreachable (Port unreachable),0,0,Bilinmeyen/ICMP,Dusuk,5.0,0,14.91142099999999,4.828481279676302
30829,179.043861,10.5.0.1,10.5.1.26,ICMP,94,Destination unreachable (Port unreachable),0,0,Bilinmeyen/ICMP,Dusuk,5.0,0,0.0,940000.0
30830,179.044797,10.5.0.1,10.5.1.26,ICMP,72,Destination unreachable (Port unreachable),0,0,Bilinmeyen/ICMP,Dusuk,5.0,0,0.0009359999999958291,69498.0694983493
30831,179.044797,10.5.0.1,10.5.1.26,ICMP,82,Destination unreachable (Port unreachable),0,0,Bilinmeyen/ICMP,Dusuk,5.0,0,0.0,820000.0
30832,179.044797,10.5.0.1,10.5.1.26,ICMP,164,Destination unreachable (Port unreachable),0,0,Bilinmeyen/ICMP,Dusuk,5.0,0,0.0,1640000.0
30916,179.273719,10.5.0.1,255.255.255.255,DHCP,342,DHCP Offer    - Transaction ID 0x93c0c286,0,67,Dinamik/Gecici Port,Orta,40.0,0,0.2289220000000114,1493.3063199167896
31226,180.29852,10.5.0.1,255.255.255.255,DHCP,342,DHCP ACK      - Transaction ID 0x93c0c286,0,67,Dinamik/Gecici Port,Orta,40.0,0,1.0248009999999965,333.69076623010534
31264,181.338283,10.5.0.1,255.255.255.255,DHCP,342,DHCP ACK      - Transaction ID 0x93c0c286,0,67,Dinamik/Gecici Port,Orta,40.0,0,1.0397629999999936,328.8894787101783
31500,183.576554,10.5.0.1,255.255.255.255,DHCP,342,DHCP Offer    - Transaction ID 0x93c0c287,0,67,Dinamik/Gecici Port,Orta,40.0,0,2.2382709999999975,152.7896849985996
31523,184.608505,10.5.0.1,255.255.255.255,DHCP,342,DHCP ACK      - Transaction ID 0x93c0c287,0,67,Dinamik/Gecici Port,Orta,40.0,0,1.0319510000000207,331.3789725507685
33526,201.225011,10.5.0.1,10.5.1.26,ICMP,66,"Echo (ping) reply    id=0x8796, seq=0/0, ttl=64 (request in 33524)",0,0,Bilinmeyen/ICMP,Dusuk,5.0,0,16.616505999999987,3.9719302485718235
33529,201.255118,10.5.0.1,10.5.1.26,TCP,54,"62078  >  27129 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0",0,27129,Dinamik/Gecici Port,Orta,40.0,0,0.030107000000015205,1787.6651107350224
33530,201.255118,10.5.0.1,10.5.1.26,ICMP,120,Destination unreachable (Port unreachable),0,0,Bilinmeyen/ICMP,Dusuk,5.0,0,0.0,1200000.0
33769,201.783818,10.5.0.1,10.5.1.26,TCP,66,"80  >  27130 [SYN, ACK] Seq=0 Ack=1 Win=14600 Len=0 MSS=1460 SACK_PERM WS=128",0,27130,Dinamik/Gecici Port,Orta,40.0,0,0.5286999999999864,124.81089258699262
33773,201.790816,10.5.0.1,10.5.1.26,TCP,54,80  >  27130 [ACK] Seq=1 Ack=89 Win=14720 Len=0,0,27130,Dinamik/Gecici Port,Orta,40.0,0,0.006998000000010052,7607.776838535296
33776,201.809509,10.5.0.1,10.5.1.26,TCP,1514,80  >  27130 [ACK] Seq=1 Ack=89 Win=14720 Len=1460 [TCP PDU reassembled in 33777],0,27130,Dinamik/Gecici Port,Orta,40.0,0,0.01869299999998475,80561.91135003611
33777,201.809509,10.5.0.1,10.5.1.26,HTTP,340,HTTP/1.1 200 OK  (text/html),0,80,HTTP,Dusuk,10.0,0,0.0,3400000.0
34001,204.677016,10.5.0.1,10.5.1.26,ICMP,72,Destination unreachable (Port unreachable),0,0,Bilinmeyen/ICMP,Dusuk,5.0,0,2.8675070000000176,25.10804304773965
34002,204.677965,10.5.0.1,10.5.1.26,ICMP,94,Destination unreachable (Port unreachable),0,0,Bilinmeyen/ICMP,Dusuk,5.0,0,0.0009489999999914289,89609.15157365876
34003,204.677965,10.5.0.1,10.5.1.26,ICMP,164,Destination unreachable (Port unreachable),0,0,Bilinmeyen/ICMP,Dusuk,5.0,0,0.0,1640000.0
34004,204.677965,10.5.0.1,10.5.1.26,ICMP,72,Destination unreachable (Port unreachable),0,0,Bilinmeyen/ICMP,Dusuk,5.0,0,0.0,720000.0
34005,204.677965,10.5.0.1,10.5.1.26,ICMP,82,Destination unreachable (Port unreachable),0,0,Bilinmeyen/ICMP,Dusuk,5.0,0,0.0,820000.0
34336,211.632223,10.5.0.1,255.255.255.255,MNDP,152,5678  >  5678 Len=110,0,5678,Dinamik/Gecici Port,Orta,40.0,0,6.95425800000001,21.856798283896197
34349,211.790001,10.5.0.1,10.5.1.26,TCP,54,"80  >  27130 [FIN, ACK] Seq=1747 Ack=89 Win=14720 Len=0",0,27130,Dinamik/Gecici Port,Orta,40.0,0,0.1577779999999791,342.03625584316467
34613,217.684609,10.5.0.1,255.255.255.255,DHCP,342,DHCP ACK      - Transaction ID 0x4b27b53,0,67,Dinamik/Gecici Port,Orta,40.0,0,5.894608000000005,58.01814101733279
35272,229.800817,10.5.0.1,10.5.1.26,ICMP,72,Destination unreachable (Port unreachable),0,0,Bilinmeyen/ICMP,Dusuk,5.0,0,12.116208,5.942404237330382
35273,229.800817,10.5.0.1,10.5.1.26,ICMP,82,Destination unreachable (Port unreachable),0,0,Bilinmeyen/ICMP,Dusuk,5.0,0,0.0,820000.0
35277,229.805895,10.5.0.1,10.5.1.26,ICMP,72,Destination unreachable (Port unreachable),0,0,Bilinmeyen/ICMP,Dusuk,5.0,0,0.005077999999997473,13904.982618778511
35278,229.805895,10.5.0.1,10.5.1.26,ICMP,94,Destination unreachable (Port unreachable),0,0,Bilinmeyen/ICMP,Dusuk,5.0,0,0.0,940000.0
35279,229.805895,10.5.0.1,10.5.1.26,ICMP,164,Destination unreachable (Port unreachable),0,0,Bilinmeyen/ICMP,Dusuk,5.0,0,0.0,1640000.0
35834,244.096331,10.5.0.1,255.255.255.255,DHCP,342,DHCP ACK      - Transaction ID 0x2e435fd1,0,67,Dinamik/Gecici Port,Orta,40.0,0,14.290436,23.931922497518638
36158,251.212938,10.5.0.1,10.5.1.26,ICMP,164,Destination unreachable (Port unreachable),0,0,Bilinmeyen/ICMP,Dusuk,5.0,0,7.116607000000016,23.044365884390018
36159,251.212938,10.5.0.1,10.5.1.26,ICMP,72,Destination unreachable (Port unreachable),0,0,Bilinmeyen/ICMP,Dusuk,5.0,0,0.0,720000.0
36160,251.212938,10.5.0.1,10.5.1.26,ICMP,94,Destination unreachable (Port unreachable),0,0,Bilinmeyen/ICMP,Dusuk,5.0,0,0.0,940000.0
36161,251.212938,10.5.0.1,10.5.1.26,ICMP,72,Destination unreachable (Port unreachable),0,0,Bilinmeyen/ICMP,Dusuk,5.0,0,0.0,720000.0
36162,251.212938,10.5.0.1,10.5.1.26,ICMP,82,Destination unreachable (Port unreachable),0,0,Bilinmeyen/ICMP,Dusuk,5.0,0,0.0,820000.0
36710,259.555833,10.5.0.1,255.255.255.255,DHCP,342,DHCP ACK      - Transaction ID 0x93c0c288,0,67,Dinamik/Gecici Port,Orta,40.0,0,8.342894999999999,40.99247332642535
38835,271.637897,10.5.0.1,255.255.255.255,MNDP,152,5678  >  5678 Len=110,0,5678,Dinamik/Gecici Port,Orta,40.0,0,12.082064000000003,12.58052779286889
38889,274.28953,10.5.0.1,10.5.1.26,ICMP,72,Destination unreachable (Port unreachable),0,0,Bilinmeyen/ICMP,Dusuk,5.0,0,2.651633000000004,27.152054901454967
38890,274.28953,10.5.0.1,10.5.1.26,ICMP,82,Destination unreachable (Port unreachable),0,0,Bilinmeyen/ICMP,Dusuk,5.0,0,0.0,820000.0
38891,274.28953,10.5.0.1,10.5.1.26,ICMP,72,Destination unreachable (Port unreachable),0,0,Bilinmeyen/ICMP,Dusuk,5.0,0,0.0,720000.0
38892,274.28953,10.5.0.1,10.5.1.26,ICMP,94,Destination unreachable (Port unreachable),0,0,Bilinmeyen/ICMP,Dusuk,5.0,0,0.0,940000.0
38893,274.292292,10.5.0.1,10.5.1.26,ICMP,164,Destination unreachable (Port unreachable),0,0,Bilinmeyen/ICMP,Dusuk,5.0,0,0.0027619999999615175,57302.58560524289
39034,278.713119,10.5.0.1,255.255.255.255,DHCP,342,DHCP ACK      - Transaction ID 0xd13b6643,0,67,Dinamik/Gecici Port,Orta,40.0,0,4.420827000000031,77.35934115175338
