"No.","Time","Source","Destination","Protocol","Length","Info"
"3785","90.246905","212.156.182.144","10.5.1.26","QUIC","1292","Protected Payload (KP0)"
"3786","90.246905","212.156.182.144","10.5.1.26","QUIC","1292","Protected Payload (KP0)"
"3787","90.246905","212.156.182.144","10.5.1.26","QUIC","1292","Protected Payload (KP0)"
"3788","90.246905","212.156.182.144","10.5.1.26","QUIC","1292","Protected Payload (KP0)"
"3789","90.246905","212.156.182.144","10.5.1.26","QUIC","1292","Protected Payload (KP0)"
"3790","90.246905","212.156.182.144","10.5.1.26","QUIC","1292","Protected Payload (KP0)"
"3791","90.246905","212.156.182.144","10.5.1.26","QUIC","1292","Protected Payload (KP0)"
"3792","90.247056","10.5.1.26","212.156.182.144","QUIC","75","Protected Payload (KP0), DCID=edd4556fd4e3c0bd"
"3793","90.246905","212.156.182.144","10.5.1.26","QUIC","1292","Protected Payload (KP0)"
"3794","90.246905","212.156.182.144","10.5.1.26","QUIC","1292","Protected Payload (KP0)"
"3795","90.246905","212.156.182.144","10.5.1.26","QUIC","1292","Protected Payload (KP0)"
"3796","90.246905","212.156.182.144","10.5.1.26","QUIC","1292","Protected Payload (KP0)"
"3797","90.246905","212.156.182.144","10.5.1.26","QUIC","1292","Protected Payload (KP0)"
"3798","90.246905","212.156.182.144","10.5.1.26","QUIC","1292","Protected Payload (KP0)"
"3799","90.246905","212.156.182.144","10.5.1.26","QUIC","1292","Protected Payload (KP0)"
"3800","90.246905","212.156.182.144","10.5.1.26","QUIC","1292","Protected Payload (KP0)"
"3801","90.246905","212.156.182.144","10.5.1.26","QUIC","1292","Protected Payload (KP0)"
"3802","90.246905","212.156.182.144","10.5.1.26","QUIC","1292","Protected Payload (KP0)"
"3803","90.246905","212.156.182.144","10.5.1.26","QUIC","1292","Protected Payload (KP0)"
"3804","90.246905","212.156.182.144","10.5.1.26","QUIC","1292","Protected Payload (KP0)"
"3805","90.246905","212.156.182.144","10.5.1.26","QUIC","1292","Protected Payload (KP0)"
"3806","90.247165","10.5.1.26","212.156.182.144","QUIC","75","Protected Payload (KP0), DCID=edd4556fd4e3c0bd"
"3807","90.247596","10.5.1.26","212.156.182.144","QUIC","75","Protected Payload (KP0), DCID=edd4556fd4e3c0bd"
"3808","90.247805","10.5.1.26","212.156.182.144","QUIC","75","Protected Payload (KP0), DCID=edd4556fd4e3c0bd"
"3809","90.247922","10.5.1.26","212.156.182.144","QUIC","75","Protected Payload (KP0), DCID=edd4556fd4e3c0bd"
"3810","90.248645","212.156.182.144","10.5.1.26","QUIC","1292","Protected Payload (KP0)"
"3811","90.248645","212.156.182.144","10.5.1.26","QUIC","1292","Protected Payload (KP0)"
"3812","90.248645","212.156.182.144","10.5.1.26","QUIC","1292","Protected Payload (KP0)"
"3813","90.248645","212.156.182.144","10.5.1.26","QUIC","1292","Protected Payload (KP0)"
"3814","90.248645","212.156.182.144","10.5.1.26","QUIC","1292","Protected Payload (KP0)"
"3815","90.248645","212.156.182.144","10.5.1.26","QUIC","1292","Protected Payload (KP0)"
"3816","90.248645","212.156.182.144","10.5.1.26","QUIC","1292","Protected Payload (KP0)"
"3817","90.248645","212.156.182.144","10.5.1.26","QUIC","1292","Protected Payload (KP0)"
"3818","90.248645","212.156.182.144","10.5.1.26","QUIC","1292","Protected Payload (KP0)"
"3819","90.248645","212.156.182.144","10.5.1.26","QUIC","1292","Protected Payload (KP0)"
"3820","90.248645","212.156.182.144","10.5.1.26","QUIC","1292","Protected Payload (KP0)"
"3821","90.248645","212.156.182.144","10.5.1.26","QUIC","1292","Protected Payload (KP0)"
"3822","90.248645","212.156.182.144","10.5.1.26","QUIC","1292","Protected Payload (KP0)"
"3823","90.248645","212.156.182.144","10.5.1.26","QUIC","1292","Protected Payload (KP0)"
"3824","90.248645","212.156.182.144","10.5.1.26","QUIC","1292","Protected Payload (KP0)"
"3825","90.248645","212.156.182.144","10.5.1.26","QUIC","1292","Protected Payload (KP0)"
"3826","90.248645","212.156.182.144","10.5.1.26","QUIC","1292","Protected Payload (KP0)"
"3827","90.248645","212.156.182.144","10.5.1.26","QUIC","1292","Protected Payload (KP0)"
"3828","90.248645","212.156.182.144","10.5.1.26","QUIC","1292","Protected Payload (KP0)"
"3829","90.248645","212.156.182.144","10.5.1.26","QUIC","1292","Protected Payload (KP0)"
"3830","90.248645","212.156.182.144","10.5.1.26","QUIC","1292","Protected Payload (KP0)"
"3831","90.248645","212.156.182.144","10.5.1.26","QUIC","1292","Protected Payload (KP0)"
"3832","90.248645","212.156.182.144","10.5.1.26","QUIC","1292","Protected Payload (KP0)"
"3833","90.248645","212.156.182.144","10.5.1.26","QUIC","1292","Protected Payload (KP0)"
"3834","90.248645","212.156.182.144","10.5.1.26","QUIC","1292","Protected Payload (KP0)"
"3835","90.248645","212.156.182.144","10.5.1.26","QUIC","1292","Protected Payload (KP0)"
"3836","90.248645","212.156.182.144","10.5.1.26","QUIC","1292","Protected Payload (KP0)"
"3837","90.248645","212.156.182.144","10.5.1.26","QUIC","1292","Protected Payload (KP0)"
"3838","90.248645","212.156.182.144","10.5.1.26","QUIC","1292","Protected Payload (KP0)"
"3839","90.248645","212.156.182.144","10.5.1.26","QUIC","1292","Protected Payload (KP0)"
"3840","90.248645","212.156.182.144","10.5.1.26","QUIC","1292","Protected Payload (KP0)"
"3841","90.248645","212.156.182.144","10.5.1.26","QUIC","1292","Protected Payload (KP0)"
"3842","90.249606","10.5.1.26","212.156.182.144","QUIC","75","Protected Payload (KP0), DCID=edd4556fd4e3c0bd"
"3843","90.249660","212.156.182.144","10.5.1.26","QUIC","1292","Protected Payload (KP0)"
"3844","90.249660","212.156.182.144","10.5.1.26","QUIC","1292","Protected Payload (KP0)"
"3845","90.249660","212.156.182.144","10.5.1.26","QUIC","1292","Protected Payload (KP0)"
"3846","90.249660","212.156.182.144","10.5.1.26","QUIC","1292","Protected Payload (KP0)"
"3847","90.249660","212.156.182.144","10.5.1.26","QUIC","1292","Protected Payload (KP0)"
"3848","90.249660","212.156.182.144","10.5.1.26","QUIC","1292","Protected Payload (KP0)"
"3849","90.249660","212.156.182.144","10.5.1.26","QUIC","1292","Protected Payload (KP0)"
"3850","90.249660","212.156.182.144","10.5.1.26","QUIC","1292","Protected Payload (KP0)"
"3851","90.249660","212.156.182.144","10.5.1.26","QUIC","1292","Protected Payload (KP0)"
"3852","90.249660","212.156.182.144","10.5.1.26","QUIC","1292","Protected Payload (KP0)"
"3853","90.249660","212.156.182.144","10.5.1.26","QUIC","1292","Protected Payload (KP0)"
"3854","90.249660","212.156.182.144","10.5.1.26","QUIC","1292","Protected Payload (KP0)"
"3855","90.249760","10.5.1.26","212.156.182.144","QUIC","75","Protected Payload (KP0), DCID=edd4556fd4e3c0bd"
"3856","90.249660","212.156.182.144","10.5.1.26","QUIC","1292","Protected Payload (KP0)"
"3857","90.249660","212.156.182.144","10.5.1.26","QUIC","1292","Protected Payload (KP0)"
"3858","90.249660","212.156.182.144","10.5.1.26","QUIC","1292","Protected Payload (KP0)"
"3859","90.249660","212.156.182.144","10.5.1.26","QUIC","1292","Protected Payload (KP0)"
"3860","90.249660","212.156.182.144","10.5.1.26","QUIC","1292","Protected Payload (KP0)"
"3861","90.249660","212.156.182.144","10.5.1.26","QUIC","1292","Protected Payload (KP0)"
"3862","90.249660","212.156.182.144","10.5.1.26","QUIC","1292","Protected Payload (KP0)"
"3863","90.249660","212.156.182.144","10.5.1.26","QUIC","1292","Protected Payload (KP0)"
"3864","90.249660","212.156.182.144","10.5.1.26","QUIC","1292","Protected Payload (KP0)"
"3865","90.249660","212.156.182.144","10.5.1.26","QUIC","1292","Protected Payload (KP0)"
"3866","90.249867","10.5.1.26","212.156.182.144","QUIC","75","Protected Payload (KP0), DCID=edd4556fd4e3c0bd"
"3867","90.249660","212.156.182.144","10.5.1.26","QUIC","1292","Protected Payload (KP0)"
"3868","90.249660","212.156.182.144","10.5.1.26","QUIC","1292","Protected Payload (KP0)"
"3869","90.249660","212.156.182.144","10.5.1.26","QUIC","1292","Protected Payload (KP0)"
"3870","90.249660","212.156.182.144","10.5.1.26","QUIC","1292","Protected Payload (KP0)"
"3871","90.249660","212.156.182.144","10.5.1.26","QUIC","1292","Protected Payload (KP0)"
"3872","90.249660","212.156.182.144","10.5.1.26","QUIC","1292","Protected Payload (KP0)"
"3873","90.249660","212.156.182.144","10.5.1.26","QUIC","1292","Protected Payload (KP0)"
"3874","90.249660","212.156.182.144","10.5.1.26","QUIC","1292","Protected Payload (KP0)"
"3875","90.249660","212.156.182.144","10.5.1.26","QUIC","1292","Protected Payload (KP0)"
"3876","90.249660","212.156.182.144","10.5.1.26","QUIC","1292","Protected Payload (KP0)"
"3877","90.250537","10.5.1.26","212.156.182.144","QUIC","75","Protected Payload (KP0), DCID=edd4556fd4e3c0bd"
"3878","90.250711","10.5.1.26","212.156.182.144","QUIC","75","Protected Payload (KP0), DCID=edd4556fd4e3c0bd"
"3879","90.250692","212.156.182.144","10.5.1.26","QUIC","1292","Protected Payload (KP0)"
"3880","90.250692","212.156.182.144","10.5.1.26","QUIC","1292","Protected Payload (KP0)"
"3881","90.250692","212.156.182.142","10.5.1.26","QUIC","1292","Protected Payload (KP0)"
"3882","90.250692","212.156.182.142","10.5.1.26","QUIC","1292","Protected Payload (KP0)"
"3883","90.250692","212.156.182.144","10.5.1.26","QUIC","1292","Protected Payload (KP0)"
"3884","90.250692","212.156.182.144","10.5.1.26","QUIC","1292","Protected Payload (KP0)"
"3885","90.250692","212.156.182.144","10.5.1.26","QUIC","1292","Protected Payload (KP0)"
"3886","90.250692","212.156.182.144","10.5.1.26","QUIC","1292","Protected Payload (KP0)"
"3887","90.250692","212.156.182.144","10.5.1.26","QUIC","1292","Protected Payload (KP0)"
"3888","90.250692","212.156.182.144","10.5.1.26","QUIC","1292","Protected Payload (KP0)"
"3889","90.250692","212.156.182.144","10.5.1.26","QUIC","1292","Protected Payload (KP0)"
"3890","90.250692","212.156.182.144","10.5.1.26","QUIC","1292","Protected Payload (KP0)"
"3891","90.250692","212.156.182.142","10.5.1.26","QUIC","1292","Protected Payload (KP0)"
"3892","90.250692","212.156.182.144","10.5.1.26","QUIC","1292","Protected Payload (KP0)"
"3893","90.250692","212.156.182.144","10.5.1.26","QUIC","1292","Protected Payload (KP0)"
"3894","90.250692","212.156.182.142","10.5.1.26","QUIC","1292","Protected Payload (KP0)"
"3895","90.250692","212.156.182.144","10.5.1.26","QUIC","1292","Protected Payload (KP0)"
"3896","90.250692","212.156.182.144","10.5.1.26","QUIC","1292","Protected Payload (KP0)"
"3897","90.250692","212.156.182.144","10.5.1.26","QUIC","1292","Protected Payload (KP0)"
"3898","90.250692","212.156.182.144","10.5.1.26","QUIC","1292","Protected Payload (KP0)"
"3899","90.250692","212.156.182.144","10.5.1.26","QUIC","1292","Protected Payload (KP0)"
"3900","90.250692","212.156.182.144","10.5.1.26","QUIC","1292","Protected Payload (KP0)"
"3901","90.250692","212.156.182.144","10.5.1.26","QUIC","1292","Protected Payload (KP0)"
"3902","90.250692","212.156.182.144","10.5.1.26","QUIC","1292","Protected Payload (KP0)"
"3903","90.250899","10.5.1.26","212.156.182.144","QUIC","80","Protected Payload (KP0), DCID=edd4556fd4e3c0bd"
"3904","90.250692","212.156.182.144","10.5.1.26","QUIC","1292","Protected Payload (KP0)"
"3905","90.250692","212.156.182.144","10.5.1.26","QUIC","1292","Protected Payload (KP0)"
"3906","90.250692","212.156.182.144","10.5.1.26","QUIC","1292","Protected Payload (KP0)"
"3907","90.250692","212.156.182.144","10.5.1.26","QUIC","1292","Protected Payload (KP0)"
"3908","90.250692","212.156.182.144","10.5.1.26","QUIC","1292","Protected Payload (KP0)"
"3909","90.250692","212.156.182.144","10.5.1.26","QUIC","1292","Protected Payload (KP0)"
"3910","90.250692","212.156.182.144","10.5.1.26","QUIC","1292","Protected Payload (KP0)"
"3911","90.250692","212.156.182.144","10.5.1.26","QUIC","1292","Protected Payload (KP0)"
"3912","90.251437","10.5.1.26","212.156.182.144","QUIC","75","Protected Payload (KP0), DCID=edd4556fd4e3c0bd"
"3913","90.251486","212.156.182.144","10.5.1.26","QUIC","1292","Protected Payload (KP0)"
"3914","90.251486","212.156.182.144","10.5.1.26","QUIC","1292","Protected Payload (KP0)"
"3915","90.251486","212.156.182.144","10.5.1.26","QUIC","1292","Protected Payload (KP0)"
"3916","90.251486","212.156.182.144","10.5.1.26","QUIC","1292","Protected Payload (KP0)"
"3917","90.251486","212.156.182.144","10.5.1.26","QUIC","1292","Protected Payload (KP0)"
"3918","90.251486","212.156.182.144","10.5.1.26","QUIC","1292","Protected Payload (KP0)"
"3919","90.251486","212.156.182.144","10.5.1.26","QUIC","1292","Protected Payload (KP0)"
"3920","90.251486","212.156.182.144","10.5.1.26","QUIC","1292","Protected Payload (KP0)"
"3921","90.251486","212.156.182.144","10.5.1.26","QUIC","1292","Protected Payload (KP0)"
"3922","90.251486","212.156.182.144","10.5.1.26","QUIC","1292","Protected Payload (KP0)"
"3923","90.251486","212.156.182.144","10.5.1.26","QUIC","1292","Protected Payload (KP0)"
"3924","90.251486","212.156.182.144","10.5.1.26","QUIC","1292","Protected Payload (KP0)"
"3925","90.251486","212.156.182.144","10.5.1.26","QUIC","1292","Protected Payload (KP0)"
"3926","90.251571","10.5.1.26","212.156.182.144","QUIC","75","Protected Payload (KP0), DCID=edd4556fd4e3c0bd"
"3927","90.251486","212.156.182.144","10.5.1.26","QUIC","1292","Protected Payload (KP0)"
"3928","90.251486","212.156.182.144","10.5.1.26","QUIC","1292","Protected Payload (KP0)"
"3929","90.251486","212.156.182.144","10.5.1.26","QUIC","1292","Protected Payload (KP0)"
"3930","90.251486","212.156.182.144","10.5.1.26","QUIC","1292","Protected Payload (KP0)"
"3931","90.251486","212.156.182.144","10.5.1.26","QUIC","1292","Protected Payload (KP0)"
"3932","90.251657","10.5.1.26","212.156.182.144","QUIC","75","Protected Payload (KP0), DCID=edd4556fd4e3c0bd"
"3933","90.251737","10.5.1.26","212.156.182.144","QUIC","75","Protected Payload (KP0), DCID=edd4556fd4e3c0bd"
"3934","90.251952","10.5.1.26","212.156.182.144","QUIC","75","Protected Payload (KP0), DCID=edd4556fd4e3c0bd"
"3935","90.252369","212.156.182.144","10.5.1.26","QUIC","1292","Protected Payload (KP0)"
"3936","90.252369","212.156.182.144","10.5.1.26","QUIC","1292","Protected Payload (KP0)"
"3937","90.252369","212.156.182.144","10.5.1.26","QUIC","1292","Protected Payload (KP0)"
"3938","90.252369","212.156.182.144","10.5.1.26","QUIC","1292","Protected Payload (KP0)"
"3939","90.252369","212.156.182.144","10.5.1.26","QUIC","1292","Protected Payload (KP0)"
"3940","90.252369","212.156.182.144","10.5.1.26","QUIC","1292","Protected Payload (KP0)"
"3941","90.252369","212.156.182.144","10.5.1.26","QUIC","1292","Protected Payload (KP0)"
"3942","90.252369","212.156.182.144","10.5.1.26","QUIC","1292","Protected Payload (KP0)"
"3943","90.252369","212.156.182.144","10.5.1.26","QUIC","1292","Protected Payload (KP0)"
"3944","90.252369","212.156.182.144","10.5.1.26","QUIC","1274","Protected Payload (KP0)"
"3945","90.252369","212.156.182.144","10.5.1.26","QUIC","72","Protected Payload (KP0)"
"3946","90.252721","10.5.1.26","212.156.182.144","QUIC","75","Protected Payload (KP0), DCID=edd4556fd4e3c0bd"
"3947","90.259796","10.5.1.26","212.156.182.144","QUIC","76","Protected Payload (KP0), DCID=edd4556fd4e3c0bd"
"3948","90.260099","10.5.1.26","212.156.182.142","QUIC","76","Protected Payload (KP0), DCID=f2831234296691db"
"3949","90.266710","212.156.182.142","10.5.1.26","QUIC","1292","Protected Payload (KP0)"
"3950","90.266710","212.156.182.142","10.5.1.26","QUIC","1292","Protected Payload (KP0)"
"3951","90.266710","212.156.182.142","10.5.1.26","QUIC","1292","Protected Payload (KP0)"
"3952","90.266710","212.156.182.142","10.5.1.26","QUIC","1292","Protected Payload (KP0)"
"3953","90.266710","212.156.182.142","10.5.1.26","QUIC","1292","Protected Payload (KP0)"
"3954","90.266710","212.156.182.142","10.5.1.26","QUIC","1292","Protected Payload (KP0)"
"3955","90.267615","212.156.182.142","10.5.1.26","QUIC","1292","Protected Payload (KP0)"
"3956","90.267615","212.156.182.142","10.5.1.26","QUIC","1292","Protected Payload (KP0)"
"3957","90.277848","212.156.182.142","10.5.1.26","QUIC","1292","Protected Payload (KP0)"
"3958","90.277848","212.156.182.142","10.5.1.26","QUIC","1292","Protected Payload (KP0)"
"3959","90.277848","212.156.182.142","10.5.1.26","QUIC","1292","Protected Payload (KP0)"
"3960","90.277848","212.156.182.142","10.5.1.26","QUIC","1292","Protected Payload (KP0)"
"3961","90.278153","10.5.1.26","212.156.182.142","QUIC","75","Protected Payload (KP0), DCID=f2831234296691db"
"3962","90.291512","10.5.1.26","212.156.182.142","QUIC","76","Protected Payload (KP0), DCID=f2831234296691db"
"3963","90.291654","212.156.182.144","10.5.1.26","QUIC","69","Protected Payload (KP0)"
"3964","90.291654","212.156.182.144","10.5.1.26","QUIC","67","Protected Payload (KP0)"
"3965","90.294036","212.156.182.142","10.5.1.26","QUIC","1292","Protected Payload (KP0)"
"3966","90.294036","212.156.182.142","10.5.1.26","QUIC","1292","Protected Payload (KP0)"
"3967","90.294036","212.156.182.142","10.5.1.26","QUIC","1292","Protected Payload (KP0)"
"3968","90.294036","212.156.182.142","10.5.1.26","QUIC","1292","Protected Payload (KP0)"
"3969","90.302904","212.156.182.144","10.5.1.26","QUIC","67","Protected Payload (KP0)"
"3970","90.303230","10.5.1.26","212.156.182.142","QUIC","81","Protected Payload (KP0), DCID=f2831234296691db"
"3971","90.304023","212.156.182.142","10.5.1.26","QUIC","1292","Protected Payload (KP0)"
"3972","90.304023","212.156.182.142","10.5.1.26","QUIC","1276","Protected Payload (KP0)"
"3973","90.311444","212.156.182.142","10.5.1.26","QUIC","71","Protected Payload (KP0)"
"3974","90.311671","10.5.1.26","212.156.182.142","QUIC","74","Protected Payload (KP0), DCID=f2831234296691db"
"3975","90.312392","192.178.24.78","10.5.1.26","UDP","68","443  >  56496 Len=26"
"3976","90.380458","52.146.136.33","10.5.1.26","TLSv1.2","158","Application Data"
"3977","90.429695","10.5.1.26","52.146.136.33","TCP","54","36534  >  443 [ACK] Seq=8472 Ack=6691 Win=252 Len=0"
"3978","90.730382","10.5.1.26","192.178.24.78","UDP","1285","56496  >  443 Len=1243"
"3979","90.730499","10.5.1.26","192.178.24.78","UDP","1292","56496  >  443 Len=1250"
"3980","90.757206","10.5.1.26","192.178.24.78","UDP","1292","56496  >  443 Len=1250"
"3981","90.759403","192.178.24.78","10.5.1.26","UDP","72","443  >  56496 Len=30"
"3982","90.759403","192.178.24.78","10.5.1.26","UDP","68","443  >  56496 Len=26"
"3983","90.759637","10.5.1.26","192.178.24.78","UDP","1146","56496  >  443 Len=1104"
"3984","90.780077","192.178.24.78","10.5.1.26","UDP","68","443  >  56496 Len=26"
